HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459540.92280,2021-11-22.4189118,bA,2.08,15.311,10.749,0.005,182.123,0.844,g
2459540.92405,2021-11-22.4201642,bA,2.10,15.350,10.796,0.005,174.523,0.787,g
2459540.92530,2021-11-22.4214259,bA,2.10,15.281,10.779,0.005,177.245,0.859,g
2459542.89548,2021-11-24.3916319,bA,2.06,15.357,10.702,0.005,190.354,0.890,g
2459542.89676,2021-11-24.3929077,bA,2.09,15.361,10.701,0.005,190.507,0.920,g
2459542.89801,2021-11-24.3941590,bA,2.08,15.330,10.720,0.005,187.130,0.876,g
2459542.90317,2021-11-24.3993152,bA,2.09,15.342,10.720,0.005,187.066,0.916,g
2459542.90443,2021-11-24.4005780,bA,2.09,15.331,10.717,0.005,187.629,0.836,g
2459542.90570,2021-11-24.4018480,bA,2.08,15.323,10.719,0.005,187.154,0.846,g
2459544.91323,2021-11-26.4094261,bA,2.04,15.362,10.751,0.005,181.910,0.872,g
2459544.91450,2021-11-26.4106949,bA,2.02,15.409,10.789,0.005,175.496,0.889,g
2459544.91576,2021-11-26.4119543,bA,2.04,15.394,10.796,0.005,174.305,0.798,g
2459546.90742,2021-11-28.4036753,bA,2.12,15.385,10.768,0.004,179.011,0.738,g
2459546.90868,2021-11-28.4049298,bA,2.13,15.370,10.740,0.005,183.631,0.823,g
2459546.90994,2021-11-28.4061959,bA,2.13,15.403,10.777,0.005,177.517,0.769,g
2459547.54792,2021-11-29.0441864,bq,2.16,15.215,11.016,0.008,142.461,1.036,g
2459547.54916,2021-11-29.0454211,bq,2.11,15.240,11.019,0.007,141.973,0.961,g
2459547.55040,2021-11-29.0466571,bq,2.09,15.230,11.037,0.008,139.674,0.997,g
2459547.59138,2021-11-29.0876415,bq,1.45,15.327,11.143,0.007,126.733,0.784,g
2459547.59385,2021-11-29.0901107,bq,1.50,15.320,11.100,0.006,131.917,0.749,g
2459547.63297,2021-11-29.1292388,bq,1.60,15.315,11.102,0.006,131.634,0.758,g
2459547.63421,2021-11-29.1304820,bq,1.55,15.300,11.103,0.006,131.514,0.726,g
2459547.63548,2021-11-29.1317479,bq,1.55,15.301,11.106,0.006,131.115,0.739,g
2459547.74954,2021-11-29.2458212,bq,1.51,15.171,10.784,0.006,176.432,0.872,g
2459547.75080,2021-11-29.2470652,bq,1.48,15.175,10.799,0.006,174.052,0.938,g
2459547.75202,2021-11-29.2482943,bq,1.47,15.184,10.812,0.006,171.807,0.927,g
2459547.79526,2021-11-29.2915405,bq,1.56,15.118,10.747,0.005,182.505,0.886,g
2459547.79649,2021-11-29.2927718,bq,1.53,15.131,10.768,0.005,179.012,0.832,g
2459547.79772,2021-11-29.2939947,bq,1.57,15.110,10.751,0.005,181.865,0.872,g
2459547.91776,2021-11-29.4140329,bA,2.42,15.272,10.740,0.005,183.596,0.861,g
2459550.67217,2021-12-02.1685211,bq,1.47,15.130,10.690,0.006,192.352,1.000,g
2459550.67339,2021-12-02.1697538,bq,1.50,15.131,10.681,0.006,193.790,1.011,g
2459550.67463,2021-12-02.1709914,bq,1.44,15.152,10.724,0.006,186.315,0.956,g
2459551.78524,2021-12-03.2816298,bq,1.49,15.161,10.815,0.006,171.467,0.917,g
2459551.78649,2021-12-03.2828790,bq,1.48,15.184,10.852,0.006,165.685,0.877,g
2459551.78772,2021-12-03.2841099,bq,1.49,15.155,10.801,0.006,173.743,0.950,g
2459553.79583,2021-12-05.2922836,bq,1.88,99.990,99.990,99.990,99.990,99.990,g
2459553.79707,2021-12-05.2935271,bq,1.63,99.990,99.990,99.990,99.990,99.990,g
2459553.79831,2021-12-05.2947657,bq,1.70,99.990,99.990,99.990,99.990,99.990,g
2459557.58212,2021-12-09.0786987,bq,1.46,14.972,10.740,0.006,183.668,1.142,g
2459557.58337,2021-12-09.0799537,bq,1.53,14.992,10.728,0.007,185.833,1.144,g
2459557.58460,2021-12-09.0811896,bq,1.52,15.052,10.747,0.006,182.402,1.063,g
2459562.69908,2021-12-14.1958693,bq,1.56,15.068,10.717,0.007,187.573,1.221,g
2459562.70033,2021-12-14.1971251,bq,1.54,15.090,10.765,0.007,179.525,1.164,g
2459562.70157,2021-12-14.1983635,bq,1.55,15.064,10.726,0.007,186.053,1.134,g
2459562.71810,2021-12-14.2148901,bq,1.60,15.061,10.758,0.007,180.609,1.192,g
2459562.71934,2021-12-14.2161327,bq,1.58,15.033,10.782,0.007,176.795,1.179,g
2459562.72058,2021-12-14.2173774,bq,1.58,15.053,10.718,0.007,187.514,1.229,g
2459564.67842,2021-12-16.1752949,bq,1.49,15.015,10.936,0.008,153.332,1.093,g
2459564.67967,2021-12-16.1765475,bq,1.57,15.185,10.939,0.006,152.975,0.851,g
2459564.68091,2021-12-16.1777893,bq,1.51,15.150,10.955,0.007,150.621,0.892,g
2459564.70520,2021-12-16.2020788,bq,1.57,15.211,11.019,0.007,142.008,0.857,g
2459564.70644,2021-12-16.2033219,bq,1.51,15.204,11.008,0.006,143.509,0.795,g
2459564.70769,2021-12-16.2045778,bq,1.48,15.179,11.020,0.007,141.934,0.832,g
2459568.54268,2021-12-20.0397442,bq,2.08,14.981,10.707,0.006,189.225,1.031,g
2459568.54393,2021-12-20.0409920,bq,2.08,15.011,10.698,0.006,190.883,1.093,g
2459568.54517,2021-12-20.0422336,bq,2.01,14.999,10.684,0.006,193.463,1.122,g
2459568.64114,2021-12-20.1382001,bq,1.44,15.043,10.674,0.007,195.222,1.192,g
2459568.64238,2021-12-20.1394394,bq,1.51,15.089,10.715,0.007,187.990,1.192,g
2459568.64362,2021-12-20.1406847,bq,1.45,15.087,10.728,0.007,185.773,1.153,g
2459568.68681,2021-12-20.1838792,bq,1.53,15.021,10.691,0.006,192.091,1.138,g
2459568.68805,2021-12-20.1851192,bq,1.50,15.036,10.692,0.005,192.054,0.967,g
2459568.68928,2021-12-20.1863495,bq,1.53,15.076,10.703,0.006,190.151,1.019,g
2459568.74426,2021-12-20.2413335,bq,1.50,15.003,10.704,0.006,189.863,1.112,g
2459568.74550,2021-12-20.2425671,bq,1.57,14.996,10.688,0.006,192.675,1.032,g
2459568.74674,2021-12-20.2438171,bq,1.60,15.014,10.700,0.006,190.451,1.059,g
2459570.76335,2021-12-22.2605141,bq,1.52,15.000,10.931,0.011,154.007,1.592,g
2459570.76460,2021-12-22.2617692,bq,1.67,14.886,10.874,0.011,162.315,1.607,g
2459570.76584,2021-12-22.2630089,bq,1.99,14.997,10.895,0.008,159.169,1.159,g
2459572.75532,2021-12-24.2525915,bq,1.46,14.577,10.781,0.010,176.822,1.620,g
2459572.75656,2021-12-24.2538288,bq,1.53,14.730,10.708,0.008,189.115,1.357,g
2459572.75780,2021-12-24.2550649,bq,1.54,14.944,10.729,0.007,185.524,1.200,g
2459574.74902,2021-12-26.2463937,bq,1.52,15.038,10.766,0.006,179.428,0.980,g
2459574.75026,2021-12-26.2476332,bq,1.48,15.036,10.744,0.005,183.084,0.890,g
2459574.75150,2021-12-26.2488714,bq,1.52,15.059,10.740,0.006,183.643,1.019,g
2459575.54099,2021-12-27.0384171,bq,1.57,14.926,10.723,0.007,186.535,1.225,g
2459575.54223,2021-12-27.0396581,bq,1.62,14.897,10.729,0.007,185.527,1.233,g
2459575.54347,2021-12-27.0409012,bq,1.55,14.986,10.712,0.007,188.475,1.185,g
2459575.59517,2021-12-27.0925960,bq,1.53,15.037,10.751,0.006,181.750,0.948,g
2459575.59641,2021-12-27.0938334,bq,1.56,14.998,10.704,0.006,189.862,1.008,g
2459575.59765,2021-12-27.0950778,bq,1.60,14.995,10.705,0.005,189.610,0.950,g
2459575.63952,2021-12-27.1369543,bq,1.48,14.979,10.695,0.006,191.497,1.008,g
2459575.64076,2021-12-27.1381951,bq,1.49,15.017,10.731,0.006,185.273,1.029,g
2459575.64200,2021-12-27.1394348,bq,1.48,15.035,10.729,0.006,185.674,1.087,g
2459575.68930,2021-12-27.1867333,bq,1.49,15.138,10.729,0.006,185.477,0.908,g
2459575.69053,2021-12-27.1879658,bq,1.51,15.125,10.729,0.005,185.566,0.874,g
2459575.69176,2021-12-27.1891927,bq,1.47,15.158,10.792,0.006,175.162,0.935,g
2459576.74696,2021-12-28.2444395,bq,1.59,13.700,11.063,0.021,136.398,2.667,g
2459576.74823,2021-12-28.2457120,bq,1.55,13.559,11.094,0.027,132.524,3.276,g
2459576.74948,2021-12-28.2469658,bq,1.45,13.128,11.120,0.037,129.384,4.381,g
2459576.76210,2021-12-28.2595813,bq,1.56,14.825,11.132,0.009,128.098,1.107,g
2459576.76334,2021-12-28.260825,bq,1.56,14.733,11.124,0.009,128.959,1.055,g
2459576.76458,2021-12-28.2620605,bq,1.62,14.786,11.119,0.008,129.492,0.992,g
2459578.70243,2021-12-30.2000209,bq,1.48,15.111,10.737,0.005,184.224,0.911,g
2459578.70366,2021-12-30.2012547,bq,1.52,15.143,10.768,0.006,179.050,0.954,g
2459578.70489,2021-12-30.2024849,bq,1.46,15.131,10.771,0.006,178.558,0.932,g
2459578.72513,2021-12-30.2227218,bq,1.47,15.114,10.746,0.005,182.627,0.852,g
2459578.72638,2021-12-30.2239696,bq,1.55,15.111,10.764,0.006,179.752,0.929,g
2459578.72763,2021-12-30.2252243,bq,1.50,15.121,10.765,0.007,179.427,1.081,g
2459579.76461,2021-12-31.2622664,bq,1.64,15.007,10.710,0.006,188.829,0.998,g
2459579.76585,2021-12-31.2635059,bq,1.60,15.055,10.712,0.005,188.493,0.939,g
2459579.76707,2021-12-31.2647315,bq,1.61,14.877,10.707,0.008,189.288,1.284,g
2459583.69577,2022-01-04.1936535,bq,1.59,15.181,11.021,0.007,141.763,0.926,g
2459583.69700,2022-01-04.1948907,bq,1.51,15.228,11.038,0.007,139.661,0.850,g
2459583.69823,2022-01-04.1961210,bq,1.51,15.175,11.032,0.007,140.299,0.921,g
2459583.72602,2022-01-04.2239130,bq,1.57,15.121,10.920,0.007,155.539,0.916,g
2459583.72725,2022-01-04.2251384,bq,1.53,15.157,10.965,0.006,149.341,0.832,g
2459583.72848,2022-01-04.2263708,bq,1.53,15.066,10.949,0.007,151.418,0.898,g
2459585.73856,2022-01-06.2365760,bq,1.66,15.109,10.768,0.005,178.958,0.885,g
2459585.73979,2022-01-06.2378120,bq,1.66,15.069,10.720,0.005,186.974,0.850,g
2459585.74102,2022-01-06.2390420,bq,1.58,15.097,10.744,0.005,182.912,0.890,g
2459586.74349,2022-01-07.2415673,bq,1.50,15.090,10.738,0.006,184.015,0.945,g
2459586.74474,2022-01-07.2428109,bq,1.55,15.089,10.731,0.005,185.198,0.900,g
2459586.74598,2022-01-07.2440515,bq,1.56,15.084,10.730,0.006,185.316,1.012,g
2459591.78005,2022-01-12.2784420,bA,2.12,15.272,10.708,0.005,189.286,0.950,g
2459591.78131,2022-01-12.2797118,bA,2.11,15.299,10.672,0.005,195.407,0.871,g
2459591.78259,2022-01-12.2809788,bA,2.10,15.302,10.704,0.005,189.790,0.903,g
2459593.70170,2022-01-14.2002166,bq,1.46,14.929,10.787,0.008,175.880,1.333,g
2459593.70292,2022-01-14.2014538,bq,1.41,14.815,10.788,0.007,175.652,1.228,g
2459593.70416,2022-01-14.2026862,bq,1.47,14.730,10.746,0.009,182.718,1.491,g
2459596.77424,2022-01-17.2729650,bA,2.17,15.123,10.685,0.006,193.255,0.987,g
2459596.77550,2022-01-17.2742247,bA,2.15,15.147,10.737,0.006,184.201,1.036,g
2459596.77676,2022-01-17.2754817,bA,2.16,15.188,10.707,0.007,189.279,1.129,g
2459597.77434,2022-01-18.2731399,bA,2.15,15.229,10.721,0.006,186.962,1.017,g
2459597.77560,2022-01-18.2744040,bA,2.12,15.171,10.716,0.006,187.763,0.967,g
2459597.77687,2022-01-18.2756689,bA,2.13,15.142,10.703,0.005,189.945,0.900,g
2459599.76367,2022-01-20.2626042,bA,2.12,15.362,10.752,0.005,181.652,0.885,g
2459599.76494,2022-01-20.2638682,bA,2.08,15.327,10.747,0.005,182.488,0.873,g
2459599.76620,2022-01-20.2651350,bA,2.09,15.329,10.709,0.006,188.924,0.975,g
2459601.73357,2022-01-22.2326297,bA,2.20,15.407,10.814,0.005,171.620,0.799,g
2459601.73482,2022-01-22.2338857,bA,2.16,15.436,10.825,0.005,169.733,0.794,g
2459601.73607,2022-01-22.2351335,bA,2.23,15.416,10.826,0.005,169.713,0.865,g
2459603.74559,2022-01-24.2447901,bA,2.05,15.386,10.726,0.005,185.925,0.905,g
2459603.74685,2022-01-24.2460533,bA,2.05,15.372,10.696,0.005,191.318,0.846,g
2459603.74811,2022-01-24.2473135,bA,2.07,15.395,10.710,0.005,188.872,0.943,g
2459606.73886,2022-01-27.2382692,bA,2.10,15.440,10.830,0.005,169.040,0.823,g
2459606.74011,2022-01-27.2395238,bA,2.07,15.465,10.856,0.005,164.949,0.835,g
2459606.74136,2022-01-27.2407762,bA,2.06,15.481,10.878,0.005,161.622,0.749,g
2459607.65779,2022-01-28.1572733,bq,1.56,14.965,11.134,0.007,127.763,0.898,g
2459607.65902,2022-01-28.1585056,bq,1.58,14.962,11.123,0.007,129.159,0.905,g
2459607.66026,2022-01-28.1597454,bq,1.59,14.978,11.115,0.007,130.026,0.864,g
2459609.73607,2022-01-30.2357017,bA,2.10,15.382,10.705,0.005,189.787,0.809,g
2459609.73732,2022-01-30.2369483,bA,2.10,15.377,10.707,0.005,189.382,0.870,g
2459609.73858,2022-01-30.2382138,bA,2.10,15.376,10.702,0.005,190.173,0.873,g
2459611.65601,2022-02-01.1557637,bq,1.50,14.785,10.721,0.007,187.004,1.244,g
2459611.65724,2022-02-01.1570021,bq,1.52,14.816,10.702,0.007,190.191,1.156,g
2459611.65849,2022-02-01.1582462,bq,1.58,14.861,10.724,0.007,186.440,1.224,g
2459612.71026,2022-02-02.2101002,bA,2.18,15.299,10.890,0.006,159.972,0.849,g
2459612.71154,2022-02-02.2113753,bA,2.15,15.280,10.891,0.007,159.819,0.943,g
2459612.71280,2022-02-02.2126317,bA,2.12,15.375,10.913,0.006,156.610,0.856,g
2459618.71331,2022-02-08.2135717,bA,2.28,15.198,10.809,0.006,172.376,0.973,g
2459618.71456,2022-02-08.2148276,bA,2.22,15.298,10.779,0.005,177.200,0.853,g
2459619.61458,2022-02-09.1149108,bq,1.56,15.221,11.028,0.007,140.844,0.813,g
2459619.61582,2022-02-09.1161508,bq,1.50,15.235,11.041,0.007,139.173,0.843,g
2459619.61707,2022-02-09.1173907,bq,1.50,15.217,11.019,0.006,142.017,0.765,g
2459620.63010,2022-02-10.1304916,bq,1.53,15.180,10.793,0.005,174.995,0.805,g
2459620.63134,2022-02-10.1317375,bq,1.56,15.179,10.804,0.006,173.172,0.879,g
2459620.63258,2022-02-10.1329725,bq,1.54,15.191,10.817,0.006,171.112,0.857,g
2459620.65153,2022-02-10.1519278,bq,1.53,15.175,10.794,0.006,174.666,0.907,g
2459620.65277,2022-02-10.1531706,bq,1.45,15.161,10.795,0.007,174.521,1.039,g
2459620.65403,2022-02-10.1544251,bq,1.53,15.160,10.778,0.006,177.307,0.981,g
2459622.59818,2022-02-12.0987149,bq,1.49,15.153,10.723,0.006,186.539,1.072,g
2459622.59943,2022-02-12.0999636,bq,1.52,15.178,10.731,0.006,185.243,1.019,g
2459622.60067,2022-02-12.1012019,bq,1.51,15.151,10.719,0.006,187.318,0.991,g
2459623.63967,2022-02-13.1402849,bq,1.50,15.094,10.710,0.006,188.878,1.030,g
2459623.64093,2022-02-13.1415306,bq,1.48,15.088,10.736,0.006,184.423,0.975,g
2459623.64218,2022-02-13.1427942,bq,1.50,15.081,10.711,0.006,188.645,1.106,g
2459625.60563,2022-02-15.1063825,bq,1.50,15.211,10.862,0.006,164.135,0.915,g
2459625.60686,2022-02-15.1076158,bq,1.50,15.175,10.837,0.006,168.102,0.912,g
2459625.60812,2022-02-15.1088630,bq,1.50,15.215,10.858,0.006,164.702,0.942,g
2459631.61219,2022-02-21.1133581,bq,1.49,15.318,11.013,0.006,142.797,0.783,g
2459631.61343,2022-02-21.1145979,bq,1.50,15.297,10.999,0.006,144.747,0.837,g
2459631.61468,2022-02-21.1158480,bq,1.48,15.294,10.997,0.005,144.922,0.738,g
2459633.61510,2022-02-23.1163987,bq,1.51,14.673,10.843,0.017,167.041,2.617,g
2459633.61634,2022-02-23.1176395,bq,1.54,14.780,10.766,0.009,179.223,1.577,g
2459633.61759,2022-02-23.1188876,bq,1.46,15.127,10.777,0.006,177.479,0.964,g
2459634.61324,2022-02-24.1145979,bq,1.60,15.120,10.717,0.005,187.503,0.908,g
2459634.61445,2022-02-24.1158225,bq,1.62,15.132,10.735,0.005,184.472,0.866,g
2459634.61569,2022-02-24.1170646,bq,1.62,15.126,10.707,0.006,189.449,0.947,g
2459636.59182,2022-02-26.0933120,bq,1.67,15.017,10.796,0.007,174.451,1.122,g
2459636.59306,2022-02-26.0945491,bq,1.56,99.990,99.990,99.990,99.990,99.990,g
2459636.59431,2022-02-26.0958075,bq,1.59,13.493,10.917,0.048,156.035,6.911,g
2459637.58072,2022-02-27.0822802,bq,1.52,15.227,10.816,0.006,171.184,0.944,g
2459637.58196,2022-02-27.0835179,bq,1.54,15.212,10.802,0.006,173.509,0.975,g
2459637.58319,2022-02-27.0847480,bq,1.51,15.222,10.820,0.006,170.504,0.961,g
2459640.58780,2022-03-02.0895540,bq,1.54,14.624,10.768,0.009,178.953,1.565,g
2459640.58904,2022-03-02.0907917,bq,1.57,14.199,10.936,0.025,153.309,3.448,g
2459640.59027,2022-03-02.0920254,bq,1.57,14.974,10.955,0.015,150.615,2.075,g
2459642.58403,2022-03-04.0859157,bq,2.05,14.915,10.727,0.008,185.955,1.289,g
2459642.58527,2022-03-04.0871447,bq,2.05,14.865,10.716,0.008,187.833,1.288,g
2459642.58651,2022-03-04.0883857,bq,1.98,14.862,10.739,0.011,183.835,1.862,g
2459644.58427,2022-03-06.0862798,bq,2.22,15.198,10.877,0.008,161.907,1.134,g
2459644.58551,2022-03-06.0875206,bq,2.19,15.218,10.893,0.008,159.602,1.148,g
2459644.58677,2022-03-06.0887753,bq,2.20,15.223,10.902,0.007,158.278,1.095,g
2459647.57720,2022-03-09.0793842,bq,2.36,15.008,10.711,0.009,188.649,1.562,g
2459647.57844,2022-03-09.0806265,bq,2.38,15.070,10.730,0.009,185.286,1.470,g
2459647.57966,2022-03-09.0818521,bq,2.30,15.072,10.717,0.008,187.721,1.424,g
2459729.10769,2022-05-29.6114964,bA,2.01,14.098,10.819,0.014,170.769,2.220,g
2459729.10896,2022-05-29.6127718,bA,2.02,14.245,10.836,0.025,168.089,3.918,g
2459729.11022,2022-05-29.6140313,bA,2.01,14.373,10.706,0.009,189.485,1.585,g
2459731.10418,2022-05-31.6079388,bA,2.13,15.310,10.919,0.007,155.665,0.936,g
2459731.10544,2022-05-31.6091983,bA,2.10,15.358,10.953,0.007,150.956,0.982,g
2459731.10671,2022-05-31.6104649,bA,2.13,15.372,10.948,0.007,151.703,0.919,g
2459736.10214,2022-06-05.6057539,bA,2.05,15.349,10.769,0.006,178.779,0.959,g
2459736.10341,2022-06-05.6070171,bA,2.05,15.322,10.776,0.006,177.621,1.025,g
2459736.10467,2022-06-05.6082798,bA,2.06,15.339,10.773,0.006,178.274,0.976,g
2459737.94299,2022-06-07.4465322,bq,1.45,15.130,10.880,0.008,161.465,1.166,g
2459737.94423,2022-06-07.4477706,bq,1.47,15.109,10.862,0.008,164.255,1.287,g
2459737.94547,2022-06-07.4490144,bq,1.53,15.143,10.884,0.010,160.914,1.450,g
2459739.93613,2022-06-09.4395950,bq,1.52,15.121,10.834,0.008,168.502,1.223,g
2459739.93737,2022-06-09.4408366,bq,1.52,15.114,10.821,0.008,170.483,1.209,g
2459739.93861,2022-06-09.4420761,bq,1.53,15.057,10.791,0.007,175.187,1.162,g
2459741.93678,2022-06-11.4401843,bq,1.47,15.107,10.762,0.007,179.948,1.195,g
2459741.93801,2022-06-11.4414133,bq,1.50,15.093,10.709,0.008,189.043,1.297,g
2459741.93925,2022-06-11.4426469,bq,1.50,15.069,10.715,0.008,187.914,1.308,g
2459751.08707,2022-06-20.5900734,bA,2.19,15.244,10.750,0.005,181.938,0.945,g
2459751.08833,2022-06-20.5913320,bA,2.17,15.272,10.744,0.006,183.097,1.007,g
2459751.08958,2022-06-20.5925869,bA,2.13,15.322,10.744,0.005,183.048,0.938,g
2459759.08846,2022-06-28.5910578,bA,2.05,15.320,10.707,0.006,189.315,1.061,g
2459759.08973,2022-06-28.5923241,bA,2.06,15.254,10.704,0.007,189.900,1.277,g
2459759.09099,2022-06-28.5935894,bA,2.10,15.221,10.704,0.006,189.991,1.012,g
2459765.01365,2022-07-04.5159181,bA,1.74,14.057,10.640,0.031,201.429,5.764,g
2459765.01490,2022-07-04.5171716,bA,1.77,13.236,11.209,0.044,119.322,4.823,g
2459765.01618,2022-07-04.5184440,bA,2.00,99.990,99.990,99.990,99.990,99.990,g
2459765.09661,2022-07-04.5988769,bA,1.78,13.879,10.654,0.018,198.973,3.308,g
2459765.09788,2022-07-04.6001457,bA,1.69,14.603,10.691,0.013,192.135,2.215,g
2459765.09914,2022-07-04.6014064,bA,2.00,14.807,10.684,0.009,193.267,1.535,g
2459766.01411,2022-07-05.5163226,bA,2.04,15.326,10.750,0.007,181.927,1.162,g
2459766.01536,2022-07-05.5175728,bA,2.05,15.331,10.719,0.006,187.385,1.019,g
2459766.01662,2022-07-05.5188318,bA,2.04,15.313,10.719,0.007,187.186,1.180,g
2459767.93300,2022-07-07.4351053,bq,1.67,15.145,10.767,0.006,179.130,1.030,g
2459767.93427,2022-07-07.4363601,bq,1.68,15.131,10.765,0.007,179.472,1.070,g
2459767.93550,2022-07-07.4375995,bq,1.69,15.155,10.787,0.007,175.946,1.188,g
2459771.02891,2022-07-10.5308173,bA,2.21,15.304,10.698,0.006,190.798,1.026,g
2459771.03016,2022-07-10.5320780,bA,2.20,15.327,10.733,0.006,184.731,1.030,g
2459771.03143,2022-07-10.5333336,bA,2.21,15.303,10.726,0.006,186.119,1.078,g
2459771.08903,2022-07-10.5909386,bA,2.23,15.344,10.716,0.006,187.764,0.986,g
2459771.09029,2022-07-10.5922009,bA,2.23,15.336,10.715,0.006,187.818,1.009,g
2459771.09155,2022-07-10.5934613,bA,2.23,15.313,10.682,0.007,193.644,1.174,g
2459776.99088,2022-07-16.4924114,bA,2.10,15.174,10.730,0.006,185.388,1.051,g
2459776.99213,2022-07-16.4936758,bA,2.08,15.176,10.712,0.006,188.357,1.059,g
2459776.99341,2022-07-16.4949472,bA,2.12,15.174,10.712,0.007,188.494,1.131,g
2459780.96527,2022-07-20.4665549,bq,2.01,15.097,11.104,0.009,131.338,1.098,g
2459784.96449,2022-07-24.4654996,bA,2.03,15.316,10.734,0.005,184.668,0.901,g
2459784.96575,2022-07-24.4667648,bA,2.03,15.321,10.732,0.006,185.014,0.964,g
2459784.96702,2022-07-24.4680358,bA,2.03,15.300,10.695,0.006,191.403,1.029,g
2459788.05504,2022-07-27.5558412,bA,2.06,15.395,10.736,0.006,184.280,0.946,g
2459788.05630,2022-07-27.5571040,bA,2.06,15.346,10.718,0.006,187.313,0.957,g
2459788.05757,2022-07-27.5583811,bA,2.05,15.383,10.754,0.006,181.257,0.983,g
2459791.00669,2022-07-30.5072896,bA,2.03,15.376,10.762,0.006,179.942,0.974,g
2459791.00795,2022-07-30.5085547,bA,2.03,15.382,10.765,0.006,179.350,0.943,g
2459791.00920,2022-07-30.5098177,bA,2.03,15.393,10.762,0.005,179.979,0.827,g
2459791.05697,2022-07-30.5575813,bA,2.04,15.399,10.767,0.006,179.210,0.936,g
2459791.05825,2022-07-30.5588525,bA,2.03,15.431,10.775,0.006,177.813,0.916,g
2459791.05951,2022-07-30.5601164,bA,2.02,15.406,10.771,0.005,178.512,0.868,g
2459792.80709,2022-08-01.3075704,bq,1.51,15.172,10.801,0.007,173.582,1.125,g
2459792.80833,2022-08-01.3088089,bq,1.51,15.187,10.794,0.007,174.702,1.073,g
2459792.80956,2022-08-01.3100425,bq,1.50,15.173,10.812,0.008,171.905,1.197,g
2459793.81518,2022-08-02.3156017,bq,1.45,15.193,10.876,0.008,162.071,1.174,g
2459793.81642,2022-08-02.3168401,bq,1.48,15.224,10.932,0.007,153.871,0.995,g
2459793.81765,2022-08-02.3180701,bq,1.45,15.187,10.874,0.007,162.418,1.041,g
2459794.82273,2022-08-03.3230756,bq,1.55,15.193,10.790,0.008,175.430,1.199,g
2459794.82395,2022-08-03.3242972,bq,1.51,15.210,10.788,0.008,175.870,1.249,g
2459794.82521,2022-08-03.3255567,bq,1.52,15.195,10.793,0.007,175.004,1.052,g
2459796.80060,2022-08-05.3008120,bq,1.57,14.935,10.721,0.006,186.981,1.014,g
2459796.80184,2022-08-05.3020527,bq,1.51,14.942,10.699,0.006,190.709,1.103,g
2459796.80308,2022-08-05.3032876,bq,1.59,14.788,10.737,0.006,184.274,1.101,g
2459799.99570,2022-08-08.4956843,bA,2.14,15.353,10.750,0.006,181.910,0.958,g
2459799.99696,2022-08-08.4969473,bA,2.13,15.348,10.797,0.006,174.224,0.976,g
2459799.99823,2022-08-08.4982101,bA,2.15,15.326,10.786,0.006,176.131,0.942,g
2459801.08986,2022-08-09.5897753,bA,2.07,15.297,10.728,0.006,185.779,1.042,g
2459801.13477,2022-08-09.6346756,bA,2.20,15.149,10.705,0.007,189.577,1.183,g
2459801.77986,2022-08-10.2797244,bq,1.51,15.044,10.744,0.008,182.965,1.391,g
2459801.78109,2022-08-10.2809521,bq,1.50,15.118,10.747,0.008,182.393,1.385,g
2459801.78234,2022-08-10.2821940,bq,1.45,15.112,10.789,0.010,175.508,1.582,g
2459802.90180,2022-08-11.4015828,bq,1.41,15.092,10.722,0.009,186.697,1.552,g
2459802.90305,2022-08-11.4028350,bq,1.48,15.146,10.775,0.009,177.870,1.435,g
2459802.90428,2022-08-11.4040709,bq,1.48,15.108,10.707,0.008,189.250,1.423,g
2459805.92743,2022-08-14.4270071,bA,2.12,15.246,10.800,0.007,173.858,1.077,g
2459805.92869,2022-08-14.4282667,bA,2.13,15.278,10.819,0.007,170.869,0.982,g
2459805.92996,2022-08-14.4295354,bA,2.13,15.272,10.812,0.007,171.891,1.033,g
2459808.92442,2022-08-17.4237920,bA,2.02,15.281,10.727,0.006,185.844,1.081,g
2459808.92567,2022-08-17.4250437,bA,2.01,15.285,10.714,0.006,188.078,1.079,g
2459808.92692,2022-08-17.4262995,bA,2.01,15.307,10.702,0.007,190.167,1.163,g
2459811.06566,2022-08-19.5648863,bA,2.02,15.433,10.805,0.007,172.950,1.077,g
2459811.06692,2022-08-19.5661491,bA,2.04,15.412,10.805,0.006,173.088,0.905,g
2459811.06819,2022-08-19.5674123,bA,2.04,15.438,10.839,0.006,167.703,1.005,g
2459813.88426,2022-08-22.3832947,bA,2.12,15.335,10.739,0.006,183.971,0.948,g
2459813.88552,2022-08-22.3845609,bA,2.17,15.317,10.731,0.006,185.317,0.983,g
