HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459491.06139,2021-10-03.5580609,bA,2.12,15.489,10.989,0.005,146.097,0.671,g
2459491.67800,2021-10-04.1746445,bq,1.51,15.066,10.722,0.005,186.846,0.887,g
2459491.78554,2021-10-04.2821869,bq,1.46,14.645,10.872,0.009,162.712,1.304,g
2459491.78678,2021-10-04.2834285,bq,1.51,14.735,10.867,0.007,163.409,1.140,g
2459491.78803,2021-10-04.2846718,bq,1.45,14.729,10.855,0.007,165.319,1.115,g
2459491.98445,2021-10-04.4810837,bq,1.44,15.121,10.787,0.006,175.947,0.949,g
2459491.98569,2021-10-04.4823278,bq,1.47,15.115,10.789,0.006,175.485,0.915,g
2459491.98693,2021-10-04.4835655,bq,1.51,15.108,10.771,0.006,178.573,0.915,g
2459492.03596,2021-10-04.5325923,bA,2.04,15.414,10.761,0.005,180.143,0.893,g
2459492.03722,2021-10-04.5338542,bA,2.01,15.396,10.718,0.005,187.535,0.894,g
2459492.03849,2021-10-04.5351196,bA,2.00,15.395,10.749,0.005,182.102,0.799,g
2459493.94643,2021-10-06.4429960,bq,1.49,15.102,10.709,0.006,189.004,1.051,g
2459493.94768,2021-10-06.4442449,bq,1.47,15.105,10.713,0.007,188.259,1.116,g
2459493.94895,2021-10-06.4455241,bq,1.45,15.100,10.744,0.007,182.981,1.092,g
2459496.76068,2021-10-09.2571505,bA,2.36,15.265,10.713,0.005,188.322,0.884,g
2459496.76324,2021-10-09.2597041,bA,2.32,15.280,10.737,0.005,184.175,0.960,g
2459497.82484,2021-10-10.3212730,bq,1.52,15.315,11.111,0.006,130.492,0.718,g
2459497.82608,2021-10-10.3225241,bq,1.49,15.321,11.092,0.006,132.777,0.805,g
2459497.82734,2021-10-10.3237746,bq,1.50,15.328,11.096,0.006,132.391,0.779,g
2459497.88212,2021-10-10.3785513,bq,1.48,15.325,11.122,0.007,129.110,0.826,g
2459497.88336,2021-10-10.3797828,bq,1.48,15.324,11.101,0.006,131.645,0.807,g
2459497.88461,2021-10-10.3810390,bq,1.55,15.311,11.088,0.006,133.321,0.822,g
2459497.95104,2021-10-10.4474704,bq,1.50,15.201,10.912,0.006,156.663,0.845,g
2459497.95228,2021-10-10.4487113,bq,1.51,15.187,10.883,0.006,160.988,0.883,g
2459497.95354,2021-10-10.4499707,bq,1.51,15.192,10.895,0.006,159.235,0.884,g
2459498.64200,2021-10-11.1384126,bq,1.45,15.189,10.866,0.006,163.612,0.905,g
2459498.64326,2021-10-11.1396604,bq,1.58,15.202,10.861,0.006,164.403,0.965,g
2459498.64451,2021-10-11.1409174,bq,1.50,15.192,10.872,0.006,162.602,0.947,g
2459498.65732,2021-10-11.1537315,bq,1.60,15.204,10.873,0.006,162.456,0.846,g
2459498.65857,2021-10-11.1549771,bq,1.54,15.188,10.853,0.006,165.506,0.894,g
2459498.65982,2021-10-11.1562248,bq,1.56,15.188,10.860,0.006,164.524,0.865,g
2459498.71860,2021-10-11.2149980,bq,1.45,15.226,10.877,0.006,161.859,0.885,g
2459498.71986,2021-10-11.2162659,bq,1.52,15.251,10.918,0.007,155.795,0.941,g
2459498.72112,2021-10-11.2175233,bq,1.49,15.256,10.927,0.006,154.593,0.873,g
2459498.76820,2021-10-11.2646104,bq,1.51,15.229,10.869,0.006,163.048,0.869,g
2459498.76943,2021-10-11.2658356,bq,1.60,15.182,10.812,0.006,171.898,0.958,g
2459498.77069,2021-10-11.2670858,bq,1.52,15.188,10.831,0.006,168.927,0.877,g
2459498.80102,2021-10-11.2974244,bA,2.06,15.415,10.804,0.005,173.102,0.835,g
2459498.80230,2021-10-11.2986965,bA,2.05,15.414,10.829,0.005,169.201,0.868,g
2459498.80354,2021-10-11.2999490,bA,2.04,15.390,10.806,0.005,172.769,0.843,g
2459498.84333,2021-10-11.3397299,bq,1.51,15.191,10.793,0.006,174.922,0.988,g
2459498.84457,2021-10-11.3409666,bq,1.54,15.159,10.739,0.006,183.822,0.935,g
2459498.84583,2021-10-11.3422310,bq,1.51,15.191,10.791,0.006,175.206,0.952,g
2459498.91252,2021-10-11.4089193,bA,2.19,15.404,10.743,0.005,183.270,0.849,g
2459498.91378,2021-10-11.4101847,bA,2.21,15.414,10.761,0.006,180.245,0.955,g
2459498.91504,2021-10-11.4114428,bA,2.18,15.397,10.753,0.005,181.510,0.906,g
2459498.92024,2021-10-11.4166399,bA,2.36,15.381,10.750,0.006,181.969,0.935,g
2459498.92150,2021-10-11.4179040,bA,2.35,15.359,10.733,0.005,184.961,0.856,g
2459498.92278,2021-10-11.4191819,bA,2.35,15.366,10.760,0.005,180.242,0.871,g
2459499.02822,2021-10-11.5246193,bA,2.30,15.334,10.713,0.005,188.372,0.862,g
2459499.02949,2021-10-11.5258964,bA,2.28,15.332,10.727,0.005,185.797,0.840,g
2459499.03076,2021-10-11.5271547,bA,2.29,15.358,10.743,0.005,183.189,0.833,g
2459499.05138,2021-10-11.5477755,bA,2.30,15.364,10.722,0.005,186.629,0.869,g
2459499.05267,2021-10-11.5490570,bA,2.31,15.368,10.742,0.006,183.320,0.968,g
2459499.05392,2021-10-11.5503151,bA,2.31,15.344,10.727,0.005,185.948,0.925,g
2459501.81103,2021-10-14.3073337,bA,2.11,15.338,10.713,0.006,188.251,0.981,g
2459501.81353,2021-10-14.3098373,bA,2.10,15.334,10.723,0.005,186.696,0.910,g
2459501.83028,2021-10-14.3265891,bA,2.06,15.345,10.708,0.005,189.184,0.906,g
2459501.83154,2021-10-14.3278543,bA,2.06,15.366,10.705,0.005,189.684,0.947,g
2459501.83282,2021-10-14.3291361,bA,2.06,15.319,10.707,0.005,189.373,0.911,g
2459502.80362,2021-10-15.2999057,bq,1.54,15.168,10.777,0.006,177.511,1.004,g
2459502.80485,2021-10-15.3011402,bq,1.51,15.164,10.776,0.006,177.744,0.956,g
2459502.80610,2021-10-15.3023855,bq,1.51,15.170,10.769,0.007,178.772,1.066,g
2459503.85480,2021-10-16.3510574,bq,1.48,15.013,10.896,0.007,159.179,0.992,g
2459503.85603,2021-10-16.3522901,bq,1.46,15.193,10.915,0.006,156.334,0.832,g
2459503.85727,2021-10-16.3535287,bq,1.58,14.749,10.953,0.012,150.999,1.612,g
2459504.86265,2021-10-17.3588842,bA,2.06,15.372,10.820,0.005,170.600,0.854,g
2459504.86392,2021-10-17.3601516,bA,2.05,15.380,10.772,0.005,178.336,0.891,g
2459504.86518,2021-10-17.3614178,bA,2.05,15.315,10.810,0.006,172.119,0.924,g
2459504.87796,2021-10-17.3741956,bq,1.70,13.820,10.911,0.025,156.908,3.592,g
2459504.87920,2021-10-17.3754372,bq,1.69,14.674,10.880,0.010,161.377,1.496,g
2459504.88044,2021-10-17.3766685,bq,2.01,14.926,10.789,0.016,175.587,2.508,g
2459505.02180,2021-10-17.5180328,bA,2.12,15.197,10.753,0.006,181.517,0.958,g
2459505.02306,2021-10-17.5192814,bA,2.09,15.158,10.753,0.006,181.508,0.977,g
2459505.02432,2021-10-17.5205512,bA,2.10,15.263,10.730,0.006,185.294,1.008,g
2459505.63064,2021-10-18.1268572,bq,1.53,15.156,10.872,0.006,162.728,0.916,g
2459505.63190,2021-10-18.1281120,bq,1.47,15.149,10.856,0.006,165.111,0.957,g
2459505.63312,2021-10-18.1293390,bq,1.47,15.115,10.826,0.006,169.642,0.904,g
2459505.67635,2021-10-18.1725673,bq,1.56,15.154,10.815,0.006,171.420,0.941,g
2459505.67759,2021-10-18.1738042,bq,1.51,15.140,10.796,0.006,174.328,1.008,g
2459505.67883,2021-10-18.1750473,bq,1.47,15.128,10.800,0.006,173.698,0.960,g
2459505.69531,2021-10-18.1915204,bq,1.54,15.073,10.811,0.006,172.092,0.964,g
2459505.69655,2021-10-18.1927577,bq,1.57,15.103,10.782,0.006,176.819,1.063,g
2459505.69778,2021-10-18.1939878,bq,1.62,15.090,10.800,0.006,173.717,0.974,g
2459505.74443,2021-10-18.2406444,bq,1.56,14.923,10.763,0.008,179.860,1.267,g
2459505.74567,2021-10-18.2418854,bq,1.54,14.960,10.757,0.007,180.813,1.067,g
2459505.74691,2021-10-18.2431306,bq,1.94,13.742,10.798,0.026,174.175,4.043,g
2459505.81252,2021-10-18.3087234,bA,2.11,15.113,10.754,0.006,181.302,1.016,g
2459505.81378,2021-10-18.3099861,bA,2.06,15.144,10.734,0.006,184.776,0.931,g
2459505.81503,2021-10-18.3112467,bA,2.03,15.194,10.756,0.006,180.953,1.029,g
2459505.83185,2021-10-18.3280590,bq,1.55,14.903,10.734,0.007,184.639,1.131,g
2459505.83309,2021-10-18.3292994,bq,2.00,14.256,10.828,0.016,169.492,2.578,g
2459505.83433,2021-10-18.3305412,bq,1.58,13.860,10.765,0.019,179.471,3.040,g
2459505.85124,2021-10-18.3474430,bA,2.04,15.034,10.744,0.006,183.130,1.073,g
2459505.85250,2021-10-18.3487071,bA,2.06,14.960,10.743,0.007,183.212,1.190,g
2459505.85377,2021-10-18.3499791,bA,2.05,14.987,10.696,0.007,191.139,1.208,g
2459505.88703,2021-10-18.3832310,bq,1.47,14.963,10.715,0.007,187.903,1.170,g
2459505.88826,2021-10-18.3844626,bq,1.65,14.980,10.716,0.006,187.693,1.039,g
2459505.88952,2021-10-18.3857254,bq,1.54,14.987,10.731,0.006,185.171,0.994,g
2459505.89354,2021-10-18.3897490,bA,2.00,14.934,10.717,0.006,187.708,1.109,g
2459505.92282,2021-10-18.4190321,bq,1.59,99.990,99.990,99.990,99.990,99.990,g
2459505.92406,2021-10-18.4202679,bq,1.68,13.768,10.831,0.020,169.002,3.108,g
2459505.92530,2021-10-18.4215159,bq,1.55,14.095,10.746,0.016,182.513,2.607,g
2459505.97006,2021-10-18.4662706,bq,1.46,14.270,10.712,0.010,188.432,1.715,g
2459505.97129,2021-10-18.4674973,bq,1.56,14.415,10.733,0.008,184.897,1.473,g
2459505.97252,2021-10-18.4687180,bq,1.55,14.348,10.707,0.010,189.254,1.620,g
2459506.02991,2021-10-18.5261217,bA,2.09,15.233,10.726,0.005,186.040,0.937,g
2459506.03119,2021-10-18.5273880,bA,2.13,15.170,10.731,0.007,185.243,1.085,g
2459507.95440,2021-10-20.4505655,bA,2.08,15.135,10.781,0.006,176.869,0.971,g
2459507.95567,2021-10-20.4518343,bA,2.31,15.253,10.763,0.006,179.836,1.009,g
2459509.88359,2021-10-22.3797047,bA,2.28,15.475,11.146,0.006,126.350,0.716,g
2459509.88484,2021-10-22.3809657,bA,2.28,15.345,11.109,0.006,130.787,0.764,g
2459509.88610,2021-10-22.3822312,bA,2.28,15.394,11.136,0.006,127.498,0.742,g
2459511.84737,2021-10-24.3434542,bq,2.40,13.833,10.845,0.028,166.747,4.360,g
2459511.84862,2021-10-24.3447032,bq,2.02,15.027,10.725,0.007,186.241,1.228,g
2459511.84988,2021-10-24.3459615,bq,1.52,15.110,10.745,0.007,182.711,1.101,g
2459511.88057,2021-10-24.3766547,bA,2.07,15.294,10.742,0.006,183.345,0.990,g
2459511.88184,2021-10-24.3779186,bA,2.06,15.262,10.735,0.005,184.506,0.895,g
2459511.88311,2021-10-24.3791881,bA,2.05,15.337,10.729,0.005,185.560,0.906,g
2459511.90084,2021-10-24.3969261,bq,2.02,14.786,10.758,0.013,180.764,2.167,g
2459511.94210,2021-10-24.4381781,bA,2.14,15.239,10.734,0.006,184.576,1.031,g
2459511.94336,2021-10-24.4394391,bA,2.15,15.294,10.684,0.005,193.333,0.967,g
2459511.94461,2021-10-24.4406934,bA,2.14,15.285,10.662,0.005,197.328,0.875,g
2459512.02415,2021-10-24.5202312,bA,2.13,14.303,10.718,0.011,187.520,1.951,g
2459512.60152,2021-10-25.0975924,bq,1.49,15.147,10.759,0.006,180.382,0.959,g
2459512.60277,2021-10-25.0988366,bq,1.44,15.129,10.726,0.006,185.988,0.924,g
2459512.60401,2021-10-25.1000785,bq,1.49,15.144,10.726,0.006,186.036,0.974,g
2459512.63969,2021-10-25.1357651,bq,1.55,15.146,10.751,0.006,181.702,0.994,g
2459512.64094,2021-10-25.1370115,bq,1.46,15.152,10.752,0.006,181.594,0.991,g
2459512.64218,2021-10-25.1382561,bq,1.46,15.145,10.731,0.006,185.238,1.064,g
2459512.71933,2021-10-25.2154011,bq,1.48,15.142,10.727,0.006,185.783,1.001,g
2459512.72060,2021-10-25.2166688,bq,1.46,15.135,10.718,0.006,187.344,1.000,g
2459512.72185,2021-10-25.2179184,bq,1.46,15.142,10.730,0.006,185.464,0.985,g
2459512.76094,2021-10-25.2570123,bq,1.54,15.121,10.725,0.006,186.123,1.007,g
2459512.76218,2021-10-25.2582565,bq,1.46,15.131,10.719,0.006,187.109,0.967,g
2459512.76342,2021-10-25.2594952,bq,1.54,15.127,10.709,0.006,188.981,0.967,g
2459512.78296,2021-10-25.2790320,bA,2.20,15.378,10.725,0.005,186.242,0.923,g
2459512.78422,2021-10-25.2802946,bA,2.28,15.349,10.716,0.005,187.766,0.842,g
2459512.78550,2021-10-25.2815728,bA,2.37,15.341,10.714,0.005,188.102,0.886,g
2459512.82348,2021-10-25.3195491,bq,1.54,15.117,10.710,0.007,188.898,1.189,g
2459512.82472,2021-10-25.3207877,bq,1.47,15.100,10.722,0.006,186.800,1.062,g
2459512.82598,2021-10-25.3220414,bq,1.55,15.118,10.690,0.006,192.291,1.022,g
2459512.86751,2021-10-25.3635769,bA,2.20,15.306,10.706,0.006,189.435,1.008,g
2459512.86877,2021-10-25.3648434,bA,2.20,15.304,10.670,0.005,195.831,0.910,g
2459512.87003,2021-10-25.3661012,bA,2.14,15.318,10.689,0.005,192.487,0.907,g
2459512.89444,2021-10-25.3905105,bA,2.10,15.343,10.717,0.005,187.596,0.915,g
2459512.89569,2021-10-25.3917653,bA,2.13,15.328,10.720,0.005,187.030,0.906,g
2459512.95008,2021-10-25.4461429,bq,1.47,15.047,10.690,0.005,192.387,0.950,g
2459512.95132,2021-10-25.4473807,bq,1.48,15.063,10.737,0.006,184.208,1.024,g
2459512.95258,2021-10-25.4486438,bq,1.50,15.068,10.729,0.006,185.393,0.974,g
2459512.99075,2021-10-25.4868177,bA,2.15,15.345,10.744,0.006,182.964,0.950,g
2459512.99201,2021-10-25.4880783,bA,2.22,15.326,10.745,0.005,182.919,0.837,g
2459512.99328,2021-10-25.4893471,bA,2.19,15.329,10.744,0.005,182.964,0.841,g
2459513.01011,2021-10-25.5061768,bA,2.27,15.375,10.758,0.005,180.610,0.887,g
2459513.01136,2021-10-25.5074276,bA,2.27,15.317,10.755,0.005,181.145,0.843,g
2459513.01263,2021-10-25.5086927,bA,2.27,15.323,10.739,0.005,183.841,0.810,g
2459513.70760,2021-10-26.2036579,bq,1.47,15.143,10.690,0.006,192.269,0.933,g
2459513.70884,2021-10-26.2049004,bq,1.45,15.132,10.700,0.006,190.647,1.035,g
2459513.71007,2021-10-26.2061284,bq,1.47,15.120,10.697,0.006,191.100,1.003,g
2459514.89352,2021-10-27.3895708,bA,2.04,15.467,10.863,0.005,163.957,0.758,g
2459514.89479,2021-10-27.3908317,bA,2.03,15.428,10.838,0.005,167.784,0.817,g
2459514.89605,2021-10-27.3920991,bA,2.05,15.459,10.879,0.005,161.543,0.745,g
2459517.79261,2021-10-30.2886197,bA,2.02,15.385,10.713,0.005,188.403,0.864,g
2459517.79388,2021-10-30.2898828,bA,2.03,15.394,10.734,0.005,184.695,0.843,g
2459517.79514,2021-10-30.2911421,bA,2.03,15.397,10.751,0.006,181.749,0.922,g
2459518.86500,2021-10-31.3610033,bq,1.45,15.112,10.698,0.006,190.939,1.011,g
2459518.86623,2021-10-31.3622325,bq,1.50,15.112,10.704,0.006,189.955,0.951,g
2459518.86748,2021-10-31.3634781,bq,1.49,15.125,10.696,0.006,191.143,0.954,g
2459518.87346,2021-10-31.3694587,bA,2.05,15.398,10.710,0.005,188.690,0.876,g
2459518.87473,2021-10-31.3707206,bA,2.06,15.392,10.714,0.005,188.251,0.872,g
2459518.87598,2021-10-31.3719744,bA,2.07,15.401,10.725,0.005,186.263,0.854,g
2459518.91186,2021-10-31.4078515,bA,2.11,15.385,10.706,0.005,189.625,0.860,g
2459518.91312,2021-10-31.4091133,bA,2.12,15.396,10.720,0.005,186.999,0.869,g
2459518.91438,2021-10-31.4103774,bA,2.14,15.401,10.721,0.005,186.954,0.866,g
2459518.99281,2021-10-31.4888035,bA,2.10,15.362,10.729,0.005,185.549,0.825,g
2459518.99407,2021-10-31.4900604,bA,2.10,15.374,10.724,0.005,186.351,0.863,g
2459518.99534,2021-10-31.4913313,bA,2.10,15.337,10.700,0.005,190.493,0.826,g
2459519.59795,2021-11-01.0939521,bq,1.51,14.973,10.712,0.006,188.528,1.064,g
2459519.59919,2021-11-01.0951871,bq,1.51,14.933,10.721,0.007,186.812,1.253,g
2459519.60043,2021-11-01.0964325,bq,1.50,15.017,10.688,0.006,192.732,1.057,g
2459519.67006,2021-11-01.1660628,bq,1.48,15.119,10.716,0.006,187.755,0.959,g
2459519.67133,2021-11-01.1673179,bq,1.53,15.130,10.689,0.006,192.513,0.957,g
2459519.67257,2021-11-01.1685599,bq,1.56,15.109,10.678,0.006,194.435,0.946,g
2459519.68513,2021-11-01.1811187,bq,1.43,14.994,10.719,0.005,187.282,0.960,g
2459519.68637,2021-11-01.1823593,bq,1.44,14.933,10.724,0.006,186.272,1.000,g
2459519.68761,2021-11-01.1836021,bq,1.51,15.014,10.710,0.006,188.840,1.126,g
2459519.79932,2021-11-01.2953159,bA,2.02,15.407,10.715,0.006,187.941,0.941,g
2459519.80059,2021-11-01.2965883,bA,2.01,15.406,10.697,0.005,191.124,0.912,g
2459519.80186,2021-11-01.2978524,bA,2.00,15.403,10.731,0.005,185.232,0.838,g
2459519.83709,2021-11-01.3330769,bq,1.51,15.130,10.718,0.006,187.353,1.034,g
2459519.83833,2021-11-01.3343238,bq,1.51,15.138,10.741,0.007,183.423,1.084,g
2459519.83958,2021-11-01.3355729,bq,1.49,15.140,10.759,0.006,180.508,0.990,g
2459519.84565,2021-11-01.3416478,bA,2.02,15.426,10.731,0.006,185.156,0.935,g
2459519.84692,2021-11-01.3429118,bA,2.04,15.433,10.731,0.005,185.331,0.829,g
2459519.84818,2021-11-01.3441711,bA,2.03,15.437,10.735,0.005,184.478,0.831,g
2459519.87259,2021-11-01.3685917,bA,2.04,15.415,10.732,0.005,184.986,0.831,g
2459519.87386,2021-11-01.3698510,bA,2.04,15.434,10.763,0.006,179.801,0.935,g
2459519.87510,2021-11-01.3710983,bA,2.05,15.434,10.761,0.005,180.098,0.839,g
2459519.92991,2021-11-01.4259005,bq,1.50,15.077,10.737,0.005,184.292,0.920,g
2459519.93115,2021-11-01.4271403,bq,1.49,15.085,10.769,0.006,178.796,0.921,g
2459519.93239,2021-11-01.4283821,bq,1.46,15.092,10.759,0.006,180.442,0.974,g
2459522.85195,2021-11-04.3479167,bA,2.05,15.451,10.776,0.006,177.608,0.925,g
2459522.85321,2021-11-04.3491810,bA,2.06,15.446,10.799,0.005,173.949,0.868,g
2459522.85446,2021-11-04.3504430,bA,2.06,15.441,10.787,0.005,175.843,0.774,g
2459522.86762,2021-11-04.3635942,bA,2.06,15.434,10.774,0.005,177.948,0.856,g
2459522.86888,2021-11-04.3648561,bA,2.06,15.429,10.772,0.005,178.279,0.793,g
2459522.87016,2021-11-04.3661306,bA,2.07,15.433,10.778,0.005,177.320,0.781,g
2459524.88296,2021-11-06.3789311,bA,2.05,15.397,10.719,0.005,187.273,0.886,g
2459524.88423,2021-11-06.3801966,bA,2.06,15.392,10.723,0.005,186.641,0.874,g
2459524.88548,2021-11-06.3814594,bA,2.06,15.384,10.696,0.005,191.219,0.894,g
2459525.86392,2021-11-07.3598945,bq,1.52,15.138,10.736,0.006,184.273,0.981,g
2459525.86516,2021-11-07.3611306,bq,1.54,15.154,10.757,0.006,180.791,1.034,g
2459525.86640,2021-11-07.3623677,bq,1.56,15.112,10.700,0.006,190.699,1.018,g
2459525.89030,2021-11-07.3862758,bA,2.05,15.426,10.735,0.005,184.505,0.784,g
2459525.89157,2021-11-07.3875387,bA,2.09,15.401,10.733,0.005,184.860,0.849,g
2459525.89282,2021-11-07.3887957,bA,2.09,15.408,10.733,0.006,184.787,0.937,g
2459525.97111,2021-11-07.4670859,bA,2.22,15.395,10.775,0.005,177.804,0.823,g
2459525.97237,2021-11-07.4683442,bA,2.22,15.356,10.759,0.005,180.412,0.831,g
2459525.97364,2021-11-07.4696105,bA,2.22,15.381,10.752,0.005,181.548,0.830,g
2459526.54910,2021-11-08.0450650,bq,2.42,14.958,10.705,0.009,189.696,1.553,g
2459526.55032,2021-11-08.0462928,bq,2.41,15.008,10.701,0.009,190.426,1.551,g
2459526.55156,2021-11-08.0475304,bq,2.41,14.996,10.698,0.009,191.028,1.544,g
2459526.65936,2021-11-08.1553262,bq,1.54,15.147,10.718,0.006,187.476,1.005,g
2459526.66058,2021-11-08.1565482,bq,1.53,15.153,10.735,0.006,184.554,0.936,g
2459526.66182,2021-11-08.1577840,bq,1.46,15.126,10.708,0.006,189.180,1.040,g
2459526.71632,2021-11-08.2122884,bq,1.42,15.149,10.728,0.006,185.761,0.957,g
2459526.71756,2021-11-08.2135313,bq,1.50,15.158,10.738,0.006,183.888,0.979,g
2459526.71880,2021-11-08.2147780,bq,1.47,15.157,10.753,0.006,181.435,1.031,g
2459526.73616,2021-11-08.2321271,bA,2.03,15.409,10.758,0.006,180.740,0.953,g
2459526.73742,2021-11-08.2333936,bA,2.02,15.406,10.753,0.005,181.565,0.873,g
2459526.73868,2021-11-08.2346562,bA,2.03,15.391,10.736,0.005,184.355,0.882,g
2459526.77485,2021-11-08.2708192,bq,1.50,15.154,10.747,0.006,182.367,1.001,g
2459526.77608,2021-11-08.2720538,bq,1.46,15.158,10.766,0.006,179.438,0.975,g
2459526.82309,2021-11-08.3190545,bq,1.54,15.154,10.777,0.006,177.477,0.931,g
2459526.82433,2021-11-08.3202979,bq,1.47,15.151,10.779,0.005,177.236,0.854,g
2459526.82557,2021-11-08.3215361,bq,1.45,15.167,10.787,0.006,175.955,0.922,g
2459526.90511,2021-11-08.4010847,bA,2.04,15.497,10.884,0.005,160.841,0.760,g
2459526.90637,2021-11-08.4023452,bA,2.04,15.460,10.830,0.005,169.023,0.790,g
2459526.90764,2021-11-08.4036072,bA,2.05,15.483,10.887,0.006,160.308,0.886,g
2459526.92831,2021-11-08.4242942,bA,2.03,15.494,10.943,0.005,152.371,0.734,g
2459526.92959,2021-11-08.4255656,bA,2.03,15.475,10.897,0.005,158.966,0.773,g
2459526.93086,2021-11-08.4268297,bA,2.03,15.517,10.948,0.006,151.737,0.810,g
2459526.96306,2021-11-08.4590393,bA,2.02,15.514,11.013,0.005,142.734,0.649,g
2459526.96431,2021-11-08.4602847,bA,2.04,15.523,11.057,0.005,137.123,0.628,g
2459526.96558,2021-11-08.4615512,bA,2.02,15.536,11.055,0.006,137.374,0.656,g
2459529.85830,2021-11-11.3542774,bA,2.08,15.390,10.720,0.005,187.177,0.921,g
2459529.85955,2021-11-11.3555306,bA,2.08,15.410,10.731,0.005,185.265,0.844,g
2459529.86080,2021-11-11.3567914,bA,2.08,15.404,10.722,0.005,186.743,0.847,g
2459529.87375,2021-11-11.3697369,bA,2.07,15.391,10.720,0.005,187.226,0.897,g
2459529.87501,2021-11-11.3709952,bA,2.08,15.373,10.724,0.005,186.451,0.816,g
2459529.87627,2021-11-11.3722568,bA,2.07,15.415,10.738,0.005,184.060,0.844,g
2459529.90848,2021-11-11.4044688,bA,2.13,15.395,10.710,0.005,188.881,0.829,g
2459529.90975,2021-11-11.4057353,bA,2.12,15.385,10.733,0.005,184.834,0.835,g
2459529.91102,2021-11-11.4070077,bA,2.13,15.400,10.724,0.005,186.364,0.842,g
2459530.86925,2021-11-12.3652356,bq,1.53,15.112,10.715,0.005,188.019,0.914,g
2459530.87049,2021-11-12.3664773,bq,1.54,15.105,10.710,0.005,188.785,0.906,g
2459530.87173,2021-11-12.3677168,bq,1.51,15.099,10.694,0.005,191.484,0.847,g
2459530.90345,2021-11-12.3994364,bq,1.51,15.095,10.713,0.006,188.175,0.992,g
2459530.90471,2021-11-12.4006939,bq,1.47,15.091,10.713,0.006,188.362,0.948,g
2459530.90595,2021-11-12.4019414,bq,2.04,14.055,10.551,0.010,218.710,1.861,g
2459532.88543,2021-11-14.3814341,bq,1.52,15.107,10.769,0.005,178.888,0.882,g
2459532.88667,2021-11-14.3826771,bq,1.44,15.125,10.782,0.005,176.776,0.860,g
2459532.88791,2021-11-14.3839210,bq,1.50,15.118,10.765,0.006,179.540,0.949,g
2459533.57689,2021-11-15.0728972,bq,1.52,15.099,10.715,0.006,187.812,1.046,g
2459533.57813,2021-11-15.0741341,bq,1.46,15.109,10.718,0.006,187.476,1.042,g
2459533.57937,2021-11-15.0753783,bq,1.47,15.077,10.707,0.006,189.345,1.003,g
2459533.66977,2021-11-15.1657872,bq,1.43,15.138,10.754,0.006,181.356,1.010,g
2459533.67102,2021-11-15.1670327,bq,1.52,15.174,10.787,0.006,175.749,0.936,g
2459533.67225,2021-11-15.1682711,bq,1.50,15.160,10.788,0.006,175.750,0.971,g
2459533.68498,2021-11-15.1809998,bq,1.54,15.145,10.770,0.006,178.654,1.026,g
2459533.68621,2021-11-15.1822302,bq,1.49,15.153,10.796,0.006,174.358,0.954,g
2459533.68744,2021-11-15.1834512,bq,1.51,15.137,10.797,0.006,174.256,0.953,g
2459534.88203,2021-11-16.3780553,bq,1.62,15.019,10.776,0.005,177.722,0.919,g
2459534.88327,2021-11-16.3792961,bq,1.63,15.060,10.758,0.007,180.636,1.109,g
2459534.88451,2021-11-16.3805391,bq,1.65,15.047,10.780,0.006,177.142,0.956,g
2459535.84754,2021-11-17.3435770,bq,1.51,14.961,10.775,0.007,177.828,1.056,g
2459535.84878,2021-11-17.3448177,bq,1.46,14.851,10.778,0.008,177.308,1.275,g
2459535.85003,2021-11-17.3460716,bq,1.49,14.781,10.733,0.008,184.922,1.361,g
2459538.69270,2021-11-20.1887828,bq,1.54,15.074,10.730,0.006,185.437,1.002,g
2459538.69393,2021-11-20.1900119,bq,1.60,15.041,10.712,0.006,188.509,1.002,g
2459538.69516,2021-11-20.1912425,bq,1.52,15.053,10.722,0.006,186.692,1.085,g
2459540.70690,2021-11-22.2030120,bA,2.25,15.554,11.115,0.007,130.040,0.785,g
2459540.70817,2021-11-22.2042758,bA,2.14,15.511,11.092,0.006,132.846,0.662,g
2459540.70943,2021-11-22.2055387,bA,2.13,15.556,11.073,0.006,135.148,0.747,g
2459540.77257,2021-11-22.2686762,bA,2.10,15.467,11.094,0.006,132.510,0.708,g
2459540.77383,2021-11-22.2699413,bA,2.16,15.496,11.118,0.006,129.676,0.741,g
2459540.77510,2021-11-22.2712076,bA,2.12,15.478,11.104,0.006,131.370,0.711,g
2459540.81100,2021-11-22.3071063,bA,2.15,15.501,11.033,0.006,140.221,0.783,g
2459540.81225,2021-11-22.3083689,bA,2.15,15.441,11.006,0.006,143.746,0.701,g
2459540.81351,2021-11-22.3096259,bA,2.18,15.399,10.978,0.006,147.544,0.750,g
2459540.86501,2021-11-22.3611236,bA,2.10,15.350,10.831,0.005,168.801,0.863,g
2459540.86627,2021-11-22.3623842,bA,2.10,15.345,10.850,0.005,165.992,0.797,g
2459540.86754,2021-11-22.3636465,bA,2.12,15.339,10.858,0.006,164.773,0.825,g
2459540.89973,2021-11-22.3958488,bA,2.12,15.344,10.775,0.005,177.868,0.819,g
2459540.90101,2021-11-22.3971256,bA,2.11,15.329,10.793,0.006,174.975,0.952,g
2459540.90227,2021-11-22.3983896,bA,2.10,15.329,10.794,0.005,174.620,0.832,g
